Title,Developer(s) 
The Onna Okappichi Torimonochou – Oharuchan Go Go Go! •Simple 2000 Series Vol. 114: The Onna Okappichi Torimonochou – Oharuchan Go Go Go!JP,Tamsoft
Open Season,Ubisoft
Operation Air Assault,InterActive Vision Games
Operation Air Assault 2,Naps Team
The Operative: No One Lives Forever,Monolith Productions
Orange Honey: Boku wa Kimi ni Koishiteru,guyzware
Orange Pocket: Root,Hooksoft
Ore no Shita de Agake,HuneX
Orega Kantoku Da! Gekitou Pennant Race,Enix
Orega Kantoku Da! Volume 2,Enix
Oretachi Game Center Zoku: Akumajou Dracula,Hamster Corporation
Oretachi Game Center Zoku: BurgerTime,Hamster Corporation
Oretachi Game Center Zoku: Contra,Hamster Corporation
Oretachi Game Center Zoku: Crazy Climber,Hamster Corporation
Oretachi Game Center Zoku: Karate Dou,Hamster Corporation
Oretachi Game Center Zoku: Moon Cresta,Hamster Corporation
Oretachi Game Center Zoku: Nekketsu Kouka Kunio-Kun,Hamster Corporation
Oretachi Game Center Zoku: Nekketsu Koukou Dodge Ball Bu,Hamster Corporation
Oretachi Game Center Zoku: Pooyan,Hamster Corporation
Oretachi Game Center Zoku: Quarth,Hamster Corporation
Oretachi Game Center Zoku: Rabio Lepus,Hamster Corporation
Oretachi Game Center Zoku: Scramble,Hamster Corporation
Oretachi Game Center Zoku: Sonic Wings,Hamster Corporation
Oretachi Game Center Zoku: Super Volleyball,Hamster Corporation
Oretachi Game Center Zoku: Terra Cresta,Hamster Corporation
Oretachi Game Center Zoku: Thunder Cross,Hamster Corporation
Oretachi Game Center Zoku: Time Pilot,Hamster Corporation
Oretachi Game Center Zoku: Trio the Punch,Hamster Corporation
Oretachi Game Center Zoku: Yie Ar Kung Fu,Hamster Corporation
Orphen: Scion of Sorcery •Sorcerous Stabber OrphenJP,Shade
Oshiete! Popotan,Success
Osouji Sentai Clean Keeper H,Lupinus
Othello •SuperLite 2000 Table: OthelloJP,Success
The Otoko Tachi no Kijū Houza •Simple 2000 Series Vol. 100: The Otoko Tachi no Kijū HouzaJP,Opus
Otome no Jijou,Nine'sFox
Otome wa Boku ni Koishiteru,Alchemist
Otometeki Koi Kakumei * Love Revo!!,HuneX
Otona no Gal Jan 2,Jaleco
Otona no Gal Jan: Kimi ni Hane Man,Pacific Century Cyber Works
Otostaz,Sony Computer Entertainment
Ougon Kishi Garo,Bitstep
Ouka,Pionesoft
Ouran Koukou Host-Bu,Design Factory
Outlaw Golf,Hypnotix
Outlaw Golf 2,Hypnotix
Outlaw Tennis,Hypnotix
Outlaw Volleyball Remixed,Hypnotix
OutRun 2006: Coast 2 Coast,Sumo Digital
OutRun2 SP Special Tours,Sumo Digital
Over the Hedge,Edge of Reality
Over the Monochrome Rainbow featuring Shogo Hamada,Opera House
P.T.O. IV: Pacific Theater of Operations •Teitoku no Ketsudan IVJP,Koei
Pac-Man Fever,Mass Media Games
Pac-Man World 2,Namco
Pac-Man World 3,Blitz Games
Pac-Man World Rally,Smart Bomb Interactive
Pachi-Slot Aruze Oukoku 6,Aruze
Pachi-Slot Aruze Oukoku 7,Aruze
Pachi-Slot Club Collection: IM Juggler EX – Juggler Selection,Commseed
Pachi-Slot Club Collection: Pachi-Slot Dayo Koumon Chama,Commseed
Pachi-Slot Higurashi no Naku Koro ni Matsuri,Alchemist
Pachi-Slot Kanzen Kouryaku: Gigazone,Syscom
Pachi-Slot Kanzen Kouryoku: Onihama Bakusou Gurentai: Gekitou-Hen,Success
Pachi-Slot Kanzen Kouryoku: Slot Genjin,Success
Pachi-Slot King! Kagaku Ninja-Tai Gatchaman,Banpresto
Pachi-Slot Nobunaga no Yabou: Tenka Sousei,Koei
Pachi-Slot Toukon Denshou,Success
Pachi-Slot Winning Post,Koei
Pachinko de Yūbou! Fever Dodeka Saurus,ICS
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,Hack Berry
Pachinko Kaou: Misora Hibari,Hack Berry
Pachinko Mitokoumon: Pachitte Chonmage Tatsujin 9,Hack Berry
PachiPara 12: Ooumi to Natsu no Omoide,Irem
PachiPara 13: Super Umi to Pachi-Pro Fūunroku,Irem
PachiPara 14: Fū to Kumo to Super Umi in Okinawa,Irem
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,Hack Berry
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,Hack Berry
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,Hack Berry
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,Hack Berry
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotonin III,Hack Berry
Pachitte Chonmage Tatsujin 2: CR Jurassic Park,Hack Berry
Pachitte Chonmage Tatsujin 3,Hack Berry
Pachitte Chonmage Tatsujin 4,Hack Berry
Pachitte Chonmage Tatsujin 5: CR Kamen Rider,Hack Berry
Pachitte Chonmage Tatsujin 8,Hack Berry
Pachitte Chonmage Tatsujin: CR Nettou Power Pro Kun,Hack Berry
Pacific Warriors II: Dogfight,InterActive Vision Games
Paddington Bear,Atomic Planet Entertainment
Pai Chenjan,Agenda
Palais de Reine,Kogado Studio
Pandora: Kimi no Namae o Boku wa Shiru,Otomate
Panel Quiz Attack 25,DigiCube
Panic Palette,Takuyo
Panzer Elite Action: Fields of Glory,ZootFly
Panzer Front Ausf.B,Enterbrain
Paparazzi •Simple 2000 Series Vol. 53: The Camera KozouJP,HuneX
Para Para Paradise,Konami
PaRappa the Rapper 2,NanaOn-Sha
Parfait: Chocolat Second Style,Alchemist
Paris-Dakar Rally,Broadsword Interactive
Party Carnival •Simple 2000 Series Vol. 89: The Party Game 2JP,HuneX
Party Girls •Simple 2000 Series Vol. 63: The SuieitaikaiJP,Tamsoft
The Party Quiz: Akko ni Omakase •Simple 2000 Series Vol. 79: The Party Quiz: Akko ni OmakaseJP,Tamsoft
The Party Unou Quiz •Simple 2000 Series Vol. 66: The Party Unou QuizJP,IMJ Entertainment
Patisserie na Nyanko,Pionesoft
PDC World Championship Darts,Mere Mortals
PDC World Championship Darts 2008,Oxygen Games
Perfect Ace 2: The Championships,Aqua Pacific
Perfect Ace: Pro Tournament Tennis,Aqua Pacific
Persona 3,Atlus
Persona 3 FES,Atlus
Persona 4,Atlus
Petanque Pro,Mere Mortals
Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft Montpellier
Peter Pan,Phoenix Games
Petit Four,Design Factory
Petz: Catz 2,Ubisoft Paris
Petz: Dogz 2,Ubisoft Paris
Petz: Horsez 2 •Alexandra Ledermann: The Stud in the ValleyFR •Pippa Funnell 2: Ranch RescueUK,Ubisoft
Phantasy Star Universe,Sonic Team
Phantasy Star Universe: Ambition of the Illuminus (Expansion) •Phantasy Star Universe: Illuminas no YabouJP,Sonic Team
Phantom Brave •Phantom Brave: 2-shūme Hajime MashitaJP,Nippon Ichi Software
Phantom: Phantom of Inferno,PrincessSoft
Phase Paradox [ja],Sony Computer Entertainment
Pia Carrot e Youkoso!! 3,Alpha Unit
Pia Carrot e Youkoso!! G.O. Summer Fair,Cocktail Soft
Pia Carrot e Youkoso!! G.P. Gakuen Princess,Piacci
Pilot Down: Behind Enemy Lines,Kuju Entertainment
Pilot ni Narou! 2,Beluga Computer
Pimp My Ride,Eutechnyx
Pimp My Ride: Street Racing,Activision
Pinball •American ArcadeJP,Astroll
Pinball Fun •Simple 2000 Series Vol. 26: The Pinball x 3JP,HuneX
Pinball Hall of Fame: The Gottlieb Collection •Gottlieb Pinball ClassicsEU,FarSight Studios
Pinball Hall of Fame: The Williams Collection,FarSight Studios
Pink Pong •Simple 2000 Ultimate Series Vol. 15: Love * Ping Pong!JP,HuneX
Pinocchio,Phoenix Games
Pipe Mania,Razorworks Studios
Pipo Saru 2001,Japan Studio
Pirates of the Caribbean: At World's End,Eurocom Entertainment Software
Pirates of the Caribbean: The Legend of Jack Sparrow,7 Studios
Pirates: Legend of the Black Buccaneer,WideScreen Games
Pirates: The Legend of Black Kat,Westwood Studios
Pitfall: The Lost Expedition,Edge of Reality
Piyo-Tan: Oyashiki Sennyū Daisakusen!,Prototype
Pizzicato Polka: Suisei Genya,KID
The Plan,EKO Software
Planetarian: Chiisana Hoshi no Yume,Key
Plarail: Yume ga Ippai!,Tomy
Playboy: The Mansion,Cyberlore Studios
Playwize Poker & Casino,Bits Studios
Plus Plumb 2 Again,Takuyo
Pochinya,Aiky
Poi! Hito Natsu no Keiken!?,Design Factory
Poinie's Poin,Sony Computer Entertainment
Poker Masters,Mere Mortals
The Polar Express,Blue Tongue Entertainment
Polaroid Pete •Gekibo 2JP,Irem
Police 24/7 •The Keisatsukan: Shinjuku Cop 24 HoursJP,Konami
Police Chase Down •Simple 2000 Ultimate Series Vol. 7: Saikyou! Shiro Biking – Security PoliceJP,Tamsoft
Pool Paradise •Archer Maclean's Pool ParadiseEU,Awesome Developments
Pool Paradise: International Edition,Conspiracy Entertainment
Pool Shark 2,Blade Interactive
Pop'n Music 10,Konami
Pop'n Music 11,Konami
Pop'n Music 12 Iroha,Konami
Pop'n Music 13 Carnival,Konami
Pop'n Music 14 Fever!,Konami
Pop'n Music 7,Konami
Pop'n Music 8,Konami
Pop'n Music 9,Konami
Pop'n Music: Best Hits,Konami
Pop'n Taisen Puzzle-Dama Online,Konami
PopCap Hits! Vol. 1,PopCap
PopCap Hits! Vol. 2,PopCap
PoPoLoCrois: Hajimari no Bouken,Sony Computer Entertainment
PoPoLoCrois: Tsuki no Okite no Bouken,Sony Computer Entertainment
PopStar Guitar,Broadsword Interactive
Portal Runner,3DO
Postman Pat,The Code Monkeys
Power Drome •PowerdromeEU,Argonaut Games
Power Fighters •Simple 2000 Series Vol. 60: The Tokusatsu Henshin HeroJP,Daft
Power Rangers: Dino Thunder,Pacific Coast Power & Light
Power Rangers: Super Legends – 15th Anniversary •Power Rangers: Super LegendsPAL,Artificial Mind and Movement
Power Volleyball,Phoenix Games
The Powerpuff Girls: Relish Rampage,VIS Entertainment
Powershot Pinball,Liquid Games
Predator: Concrete Jungle,Eurocom
Premier Manager 08,Zoo Digital Publishing
Premier Manager 09,Zoo Digital Publishing
Premier Manager 2002/2003 Season,Runecraft
Premier Manager 2003–04,Zoo Digital Publishing
Premier Manager 2004–2005,Zoo Digital Publishing
Premier Manager 2005–2006,Zoo Digital Publishing
Premier Manager 2006–2007,Zoo Digital Publishing
Pri-Saga! Princess o Sagase!,Abel Software
Pride FC: Fighting Championships •PrideJP,Anchor Inc.
PrideGP Grand Prix 2003,Capcom
Primal •Saints: Seinaru MamonoJP,SCE Studio Cambridge
Primopuel,Bandai
Prince of Persia: The Sands of Time •Prince of Persia: Jikan no SunaJP,Ubisoft
Prince of Persia: The Two Thrones •Prince of Persia: Futatsu no TamashiiJP,Ubisoft Montreal
Prince of Persia: Warrior Within •Prince of Persia: Kenshi no KokoroJP,Ubisoft Montreal
Prince of Tennis: Form the Strongest Team! •Tennis no Oji-Sama: Saikyou Team o Kessei Seyo!JP,Konami
Princess Concerto,Headlock
Princess Holiday: Korogaru Ringotei Senya Ichiya,August
Princess Lover! Eternal Love for My Lady,Comfort
Princess Maker,CyberFront
Princess Maker 2,CyberFront
Princess Maker 4,GeneX
Princess Maker 5,Gainax
Princess Nightmare,Karin Entertainment
Princess Princess,Marvelous Entertainment
Prism Ark: Awake,5pb
Prisoner of War,Wide Games
Private Nurse: Maria,Angel Smile
Pro Biker 2,Phoenix Games
Pro Bull Riders: Out of the Chute,D2C Games
Pro Evolution Soccer •World Soccer Winning Eleven 5JP,Konami
Pro Evolution Soccer 2008 •World Soccer Winning Eleven 2008JP,Konami
Pro Evolution Soccer 2009 •World Soccer Winning Eleven 2009JP,Konami
Pro Evolution Soccer 2010 •World Soccer Winning Eleven 2010JP,Konami
"Pro Evolution Soccer 2011 •World Soccer Winning Eleven 2011AS,JP",Konami
"Pro Evolution Soccer 2012 •World Soccer Winning Eleven 2012JP,KO",Konami
Pro Evolution Soccer 2013,Konami
Pro Evolution Soccer 2014,Konami
Pro Evolution Soccer Management,Konami
Pro Mahjong Kiwame Next,Athena
Pro Race Driver •DTM Race DriverFR •TOCA Race DriverUK •V8 Supercar: Race DriverAU,Codemasters
Pro Rally 2002,Ubisoft Barcelona
Pro Yakyū Japan 2001,Konami
Pro Yakyū Netsu Star 2006,Namco
Pro Yakyū Netsu Star 2007,Bandai Namco Games
Pro Yakyū Simulation Dugout '03: The Turning Point,DigiCube
Pro Yakyū Spirits 2,Konami
Pro Yakyū Spirits 2004,Konami
Pro Yakyū Spirits 2004 Climax,Konami
Pro Yakyū Spirits 2010,Konami
Pro Yakyū Spirits 3,Konami
Pro Yakyū Spirits 4,Konami
Pro Yakyū Spirits 5,Konami
Pro Yakyū Spirits 5 Kanzenban,Konami
Pro Yakyū Spirits 6,Konami
Pro Yakyū Team o Tsukurou! 2,Smilebit
Pro Yakyū Team o Tsukurou! 2003,Smilebit
Pro Yakyū Team o Tsukurou! 3,Smilebit
The Pro Yakyū: 2003 Pennant Race •Simple 2000 Series Vol. 27: The Pro Yakyū: 2003 Pennant RaceJP,Smilebit
Project Arms,Shade
Project Eden,Core Design Ltd.
Project FIFA World Cup: Sorenara Kimi ga Daihyo Kantoku,Electronic Arts
Project Minerva,Flat-Out
Project Minerva Professional •Simple 2000 Ultimate Series Vol. 23: Project Minerva ProfessionalJP,Flat-Out
Project: Snowblind,Crystal Dynamics
ProStroke Golf: World Tour 2007,Gusto Games
Pryzm Chapter One: The Dark Unicorn,Digital Illusions
Psi-Ops: The Mindgate Conspiracy •Psi-Ops: Psychic OperationJP,Midway Games
Psychic Force Complete,Taito
Psychonauts,"Double Fine, Budcat Creations"
Psyvariar 2: Ultimate Final,Skonec
Psyvariar: Medium Unit,Skonec
Psyvariar Revision •SuperLite 2000 Shooting: Psyvariar RevisionJP,Skonec
Pump It Up Exceed,Andamiro U.S.A. Corp
The Punisher,Volition
Pure Pure: Mimi to Shippo no Monogatari,Klein
Pure x Cure Recovery,Alchemist
Puyo Pop Fever •Puyo Puyo FeverJP,Sonic Team
Puyo Puyo Fever 2,Sonic Team
Puyo Puyo! 15th Anniversary,Sonic Team
Puzzle Challenge: Crosswords and More!,Supersonic Software
"Puzzle Maniacs •Simple 2000 Series Vol. 23: The Puzzle Collection 2,000-MonJP",HuneX
Puzzle Party: 10 Games,Phoenix Games
Puzzle Quest: Challenge of the Warlords,Infinite Interactive
Pyū to Fuku! Jaguar Ashita no Jump,Konami
Q-Ball Billiards Master •Doukyu Billiard Master 2JP •Pool MasterEU,Ornith
Quake III Revolution,Bullfrog Productions
Quartet! The Stage of Love,PrincessSoft
Que: Ancient Leaf no Yousei,PrincessSoft
The Quest for Aladdin's Treasure,Broadsword Interactive
Quest for Sleeping Beauty,Spiral House
Quiz & Variety SukuSuku Inufuku 2: Motto SukuSuku,Hamster Corporation
"The Quiz 20,000 Mon •Simple 2000 Series Vol. 12: The Quiz 20,000 MonJP",Warashi
R-Type Final,Irem
R: Racing Evolution,Namco
RA.ONE The Game,Trine Games
Raceway: Drag & Stock Racing,Midas Interactive Entertainment
Racing Battle: C1 Grand Prix,Genki
Radiata Stories,tri-Ace
Radio Helicopter •Simple 2000 Series Vol. 35: The HelicopterJP,Tomcat System
Radio Helicopter II •Puchi Copter 2JP,Aqua Systems
Radirgy Precious,MileStone Inc.
Raging Blades •Raging Bless: Gouma MokushirokuJP,Pacific Century Cyber Works
Rahxephon: Soukyū Gensoukyoku,Bandai
Raiden III,MOSS
Raimuiro Senkitan * Jun,Kadokawa Games
Rakushou! Pachi-Slot Sengen,Tecmo
Rakushou! Pachi-Slot Sengen 2,Tecmo
Rakushou! Pachi-Slot Sengen 3,Tecmo
Rakushou! Pachi-Slot Sengen 4,Tecmo
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,Tecmo
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,Tecmo
Rally Championship,Warthog Games
Rally Fusion: Race of Champions,Climax Studios
Rampage: Total Destruction,Pipeworks Studios
Ramune: Garasu-Bin ni Uturu Umi,Neko Neko Soft
Rapala Pro Bass Fishing,Fun Labs
Rapala Pro Fishing,Activision
Rasetsu Alternative,Nippon Ichi Software
"Ratchet: Deadlocked •Ratchet & Clank 4th: GiriGiri Ginga no Giga BattleAS,JP •Ratchet: GladiatorPAL",Insomniac Games
Ratchet & Clank,Insomniac Games
Ratchet & Clank: Going Commando •Ratchet & Clank 2JP •Ratchet & Clank 2: Locked and LoadedPAL,Insomniac Games
Ratchet & Clank: Size Matters •Ratchet & Clank 5: Gekitotsu! Dodeka Ginga no Mirimiri GundanJP,High Impact Games
"Ratchet & Clank: Up Your Arsenal •Ratchet & Clank 3EU •Ratchet & Clank 3 Totsugeki! Galactic RangersJP •Ratchet & Clank 3: Up Your ArsenalAS,AU",Insomniac Games
Raw Danger! •Zettaizetsumei Toshi 2: Itetsuita KiokutachiJP,Irem
"Rayman 2: Revolution •Rayman RevolutionEU,JP",Ubisoft
Rayman 3: Hoodlum Havoc,Ubisoft
Rayman Arena •Rayman MEU,Ubisoft
Rayman Raving Rabbids,Ubisoft
RC Revenge Pro,Acclaim Studios Cheltenham
RC Sports: Copter Challenge •Flying CircusJP,Syscom
RC Toy Machines,Mere Mortals
Ready 2 Rumble Boxing: Round 2,Midway Games
Real Madrid: The Game,Atomic Planet Entertainment
Real Pool •EX BilliardsJP •International Cue ClubEU,Astroll
Real Robot Regiment,Wavedge
Real Rode,HuneX
Real Sports Pro Yakyū,Enterbrain
Real World Golf,In2Games
Real World Golf 2007,In2Games
Realize: Panorama Luminary,Visual Arts
Realm of the Dead •Bakuen Kakusei: Neverland Senki ZeroJP,Neverland
RealPlay Golf,In2Games
RealPlay Pool,In2Games
RealPlay Puzzlesphere,In2Games
RealPlay Racing,In2Games
Rebel Raiders: Operation Nighthawk,Kando Games
Rebirth Moon,Idea Factory
REC * DokiDoki Seiyū Paradise,Idea Factory
Red Baron,Atomic Planet Entertainment
Red Dead Revolver,Rockstar San Diego
Red Faction,Volition
Red Faction II,Volition
Red Ninja: End of Honor •Red Ninja: End of HonourEU •Red Ninja: Kekka no MaiJP,Tranji Studios
The Red Star,Acclaim Studios Austin
"RedCard 20-03 •RedCardEU,JP",Point of View
Reel Fishing III •Fish Eyes 3JP,Victor Interactive
Reign of Fire,Kuju Entertainment
Reijou Tantei: Office Love Jikenbo •Simple 2000 Series Vol. 123: The Office Love Jikenbou – Reijou TanteiJP,Tomcat System
Relaxuma: Ojama Shitemasu 2 Shūkan,San-X
Remember 11: The Age of Infinity,KID
Remote Control Dandy SF,Konami
The Renai Adventure 2: Jo no Ko no Tameno •Simple 2000 Series Vol. 13: The Renai Adventure 2 – Jo no Ko no TamenoJP,HuneX
The Renai Adventure: Bittersweet Fools •Simple 2000 Series Vol. 9: The Renai Adventure – Bittersweet FoolsJP,HuneX
The Renai Board •Simple 2000 Series Vol. 29: The Renai Board – Seishun 18 RadioJP,Billiken Soft
The Renai Horror Adventure •Simple 2000 Series Vol. 34: The Renai Horror Adventure – Hyouryū ShoujoJP,Siesta
The Renai Simulation: Renai Kissa Watashi ni Oma Cafe •Simple 2000 Series Vol. 19: The Renai Simulation – Renai Kissa Watashi ni Oma CafeJP,Vingt-et-un Systems
Reservoir Dogs,Volatile Games
Resident Evil 4 •Biohazard 4JP,Capcom
Resident Evil Code: Veronica X •Biohazard Code: Veronica KanzenbanJP,Capcom
Resident Evil: Dead Aim •Gun Survivor 4: Biohazard – Heroes Never DieJP,Cavia
Resident Evil Outbreak •Biohazard OutbreakJP,Capcom
Resident Evil Outbreak File #2 •Biohazard Outbreak File #2JP,Capcom
Resident Evil Survivor 2 Code: Veronica •Gun Survivor 2: Biohazard – Code: VeronicaJP,Capcom
Retro,Aqua Pacific
Return to Castle Wolfenstein: Operation Resurrection,Raster Productions
Reveal Fantasia,"Infinity Co., Ltd."
Rez,United Game Artists
Rhythmic Star!,Suzak Inc.
Ribbit King •Kero Kero King Super DXJP,"Infinity Co., Ltd."
Richard Burns Rally,Warthog Games
Ridge Racer V,Namco
Riding Spirits •RS: Riding SpiritsJP,Spike
Riding Spirits II,Spike
Riding Star •Tim Stockdale's Riding StarEU,Valcon Games
Rig Racer 2,Data Design Interactive
Rim Runners,Fog Inc.
Rimo-Cocoron,Sony Computer Entertainment
Ring of Red,Konami
Ripple no Tamago: Apprentice Magician •Simple 2000 Series Vol. 74: The Oujisama to Romance – Ripple no TamagoJP,HuneX
Rise of the Kasai,BottleRocket Entertainment
Rise to Honor,Sony Computer Entertainment
Risk: Global Domination,Cyberlore Studios
River King: A Wonderful Journey •Harvest FishingEU •Kawa no Nushi Tsuri: Wonderful JourneyJP,Marvelous Entertainment
RLH: Run Like Hell,Digital Mayhem
Road Rage 3 •Touge 3JP,Atlus
"Road Trip •Road Trip AdventurePAL •Choro Q HG 2JP,KO",E-Game Inc.
RoadKill,Terminal Reality
Robin Hood: Defender of the Crown,Cinemaware
Robin Hood: The Siege 2,Mere Mortals
Robin Hood's Quest,Broadsword Interactive
RoboCop,Titus Software
Robot Alchemic Drive •Gigantic DriveJP,Sandlot
The Robot Tsuku Rouze! – Gekitou! Robot Fight •Simple 2000 Series Vol. 104: The Robot Tsuku Rouze! – Gekitou! Robot FightJP,HuneX
Robot Warlords •Velvet FileJP,Dazz
Robot Wars: Arenas of Destruction,Climax Studios
Robotech: Battlecry,Vicious Cycle Software
Robotech: Invasion,Vicious Cycle Software
Robots,Eurocom
Rock Band,Pi Studios
Rock Band 2,Pi Studios
Rock Band Country Track Pack,Harmonix Music Systems
Rock Band Metal Track Pack,Harmonix Music Systems
Rock Band Track Pack Volume 1 •Rock Band Song Pack 1EU,Harmonix Music Systems
Rock Band Track Pack Volume 2 •Rock Band Song Pack 2EU,Harmonix Music Systems
Rock Band Track Pack: Classic Rock,Harmonix Music Systems
Rock 'n' Roll Adventures,Data Design Interactive
Rock'n Megastage,Jaleco
Rocket Power: Beach Bandits,Evolution Games
Rockman: Power Battle Fighters,Capcom
Rocky,Rage Software
Rocky: Legends,Venom Games
Rogue Galaxy,Level-5
Rogue Hearts Dungeon,Compile Heart
Rogue Ops,Bits Studios
Rogue Trooper,Rebellion Developments
Roland Garros 2005: Powered by Smash Court Tennis,Namco
